,NASDAQ 100,NASDAQ 100,NASDAQ 100,NASDAQ 100,RUSSELL 2000,RUSSELL 2000,RUSSELL 2000,RUSSELL 2000,S&P 500,S&P 500,S&P 500,S&P 500
,Close,High,Low,Open,Close,High,Low,Open,Close,High,Low,Open
Date,,,,,,,,,,,,
1986-04-21,158.52499389648438,158.6300048828125,157.24000549316406,157.66000366210938,,,,,244.74000549316406,244.77999877929688,241.8800048828125,242.3800048828125
1986-04-22,157.86000061035156,159.47000122070312,157.34500122070312,157.35000610351562,,,,,242.4199981689453,245.47000122070312,241.3000030517578,244.74000549316406
1986-04-23,157.4600067138672,158.2100067138672,156.6300048828125,156.64999389648438,,,,,241.75,242.4199981689453,240.0800018310547,242.4199981689453
1986-04-24,159.85499572753906,160.16000366210938,157.4600067138672,157.4600067138672,,,,,242.02000427246094,243.1300048828125,241.64999389648438,241.75
1986-04-25,160.4600067138672,160.625,159.59500122070312,159.85499572753906,,,,,242.2899932861328,242.8000030517578,240.91000366210938,242.02000427246094
1986-04-28,159.89999389648438,160.9499969482422,159.13999938964844,160.4600067138672,,,,,243.0800018310547,243.0800018310547,241.22999572753906,242.2899932861328
1986-04-29,158.25,160.30499267578125,157.69500732421875,159.89999389648438,,,,,240.50999450683594,243.57000732421875,239.22999572753906,243.0800018310547
1986-04-30,154.91000366210938,158.40499877929688,154.78500366210938,158.25,,,,,235.52000427246094,240.52000427246094,235.25999450683594,240.52000427246094
1986-05-01,154.2050018310547,154.94000244140625,153.72500610351562,154.91000366210938,,,,,235.16000366210938,236.00999450683594,234.2100067138672,235.52000427246094
1986-05-02,155.00999450683594,155.5850067138672,154.2050018310547,154.2050018310547,,,,,234.7899932861328,236.52000427246094,234.14999389648438,235.16000366210938
1986-05-05,157.13999938964844,157.4149932861328,155.00999450683594,155.00999450683594,,,,,237.72999572753906,237.72999572753906,234.7899932861328,234.7899932861328
1986-05-06,157.125,158.08999633789062,156.85499572753906,157.13999938964844,,,,,237.24000549316406,238.27999877929688,236.25999450683594,237.72999572753906
1986-05-07,156.2550048828125,157.125,155.30999755859375,157.125,,,,,236.0800018310547,237.24000549316406,233.97999572753906,236.55999755859375
1986-05-08,157.16000366210938,157.52999877929688,156.17999267578125,156.2550048828125,,,,,237.1300048828125,237.9600067138672,236.0800018310547,236.0800018310547
1986-05-09,157.9149932861328,157.9149932861328,156.3800048828125,157.16000366210938,,,,,237.85000610351562,238.00999450683594,235.85000610351562,237.1300048828125
1986-05-12,157.75,158.2550048828125,157.36000061035156,157.9149932861328,,,,,237.5800018310547,238.52999877929688,237.02000427246094,237.85000610351562
1986-05-13,157.0500030517578,157.9199981689453,156.40499877929688,157.75,,,,,236.41000366210938,237.8699951171875,236.02000427246094,237.5800018310547
1986-05-14,157.0050048828125,157.81500244140625,156.5449981689453,157.0500030517578,,,,,237.5399932861328,237.5399932861328,235.85000610351562,236.41000366210938
1986-05-15,155.76499938964844,157.11500549316406,155.39500427246094,157.0050048828125,,,,,234.42999267578125,237.5399932861328,233.92999267578125,237.5399932861328
1986-05-16,154.9949951171875,155.86000061035156,154.38999938964844,155.76499938964844,,,,,232.75999450683594,234.42999267578125,232.25999450683594,234.42999267578125
1986-05-19,155.30999755859375,155.59500122070312,154.875,154.9949951171875,,,,,233.1999969482422,233.5399932861328,232.41000366210938,232.75999450683594
1986-05-20,157.00999450683594,157.0500030517578,155.0,155.30999755859375,,,,,236.11000061035156,236.1199951171875,232.5800018310547,233.1999969482422
1986-05-21,157.44000244140625,158.3800048828125,156.9250030517578,157.00999450683594,,,,,235.4499969482422,236.8300018310547,235.4499969482422,236.11000061035156
1986-05-22,159.6300048828125,159.6750030517578,157.25999450683594,157.44000244140625,,,,,240.1199951171875,240.25,235.4499969482422,235.4499969482422
1986-05-23,160.1649932861328,160.38999938964844,159.4149932861328,159.6300048828125,,,,,241.35000610351562,242.16000366210938,240.1199951171875,240.1199951171875
1986-05-27,161.1750030517578,161.21499633789062,159.94000244140625,160.1649932861328,,,,,244.75,244.75999450683594,241.35000610351562,241.35000610351562
1986-05-28,161.30499267578125,162.02999877929688,160.64999389648438,161.1750030517578,,,,,246.6300048828125,247.39999389648438,244.75,244.75
1986-05-29,161.6199951171875,161.82000732421875,160.2899932861328,161.30499267578125,,,,,247.97999572753906,248.32000732421875,245.2899932861328,246.6300048828125
1986-05-30,163.16000366210938,163.6199951171875,161.51499938964844,161.6199951171875,,,,,247.35000610351562,249.19000244140625,246.42999267578125,247.97999572753906
1986-06-02,162.02999877929688,163.97999572753906,162.0,163.16000366210938,,,,,245.0399932861328,247.74000549316406,243.8300018310547,246.0399932861328
1986-06-03,162.11000061035156,162.22999572753906,161.3699951171875,162.02999877929688,,,,,245.50999450683594,245.50999450683594,243.6699981689453,245.0399932861328
1986-06-04,161.8249969482422,163.08999633789062,161.39999389648438,162.11000061035156,,,,,243.94000244140625,246.3000030517578,242.58999633789062,245.50999450683594
1986-06-05,162.36000061035156,162.80999755859375,161.7550048828125,161.8249969482422,,,,,245.64999389648438,245.66000366210938,243.41000366210938,243.94000244140625
1986-06-06,161.88499450683594,162.90499877929688,161.88499450683594,162.36000061035156,,,,,245.6699981689453,246.07000732421875,244.42999267578125,245.64999389648438
1986-06-09,158.61000061035156,161.97999572753906,158.2100067138672,161.88499450683594,,,,,239.9600067138672,245.6699981689453,239.67999267578125,245.6699981689453
1986-06-10,158.10499572753906,158.6999969482422,157.1750030517578,158.60499572753906,,,,,239.5800018310547,240.0800018310547,238.22999572753906,239.9600067138672
1986-06-11,160.03500366210938,160.0800018310547,158.10499572753906,158.10499572753906,,,,,241.1300048828125,241.1300048828125,239.2100067138672,239.5800018310547
1986-06-12,160.36500549316406,161.0449981689453,159.9499969482422,160.03500366210938,,,,,241.49000549316406,241.63999938964844,240.6999969482422,241.24000549316406
1986-06-13,162.35499572753906,162.52999877929688,160.3300018310547,160.36500549316406,,,,,245.72999572753906,245.91000366210938,241.7100067138672,241.7100067138672
1986-06-16,160.8000030517578,162.9250030517578,160.625,162.35499572753906,,,,,246.1300048828125,246.5,245.1699981689453,245.72999572753906
1986-06-17,158.5749969482422,161.2050018310547,158.42999267578125,160.8000030517578,,,,,244.35000610351562,246.25999450683594,243.60000610351562,246.1300048828125
1986-06-18,158.47999572753906,158.6649932861328,156.86500549316406,158.5749969482422,,,,,244.99000549316406,245.25,242.57000732421875,244.35000610351562
1986-06-19,159.27999877929688,160.13999938964844,158.2949981689453,158.47999572753906,,,,,244.05999755859375,245.8000030517578,244.0500030517578,244.99000549316406
1986-06-20,159.5850067138672,159.7100067138672,158.2949981689453,159.27999877929688,,,,,247.5800018310547,247.60000610351562,243.97999572753906,244.05999755859375
1986-06-23,159.55499267578125,160.5800018310547,159.35499572753906,159.5850067138672,,,,,245.25999450683594,247.5800018310547,244.4499969482422,247.5800018310547
1986-06-24,160.8000030517578,161.10000610351562,159.42999267578125,159.55499267578125,,,,,247.02999877929688,248.25999450683594,244.52999877929688,245.25999450683594
1986-06-25,162.0,162.52000427246094,160.8000030517578,160.8000030517578,,,,,248.92999267578125,250.1300048828125,247.02999877929688,247.02999877929688
1986-06-26,161.72000122070312,162.2550048828125,161.375,162.0,,,,,248.74000549316406,249.42999267578125,247.72000122070312,248.92999267578125
1986-06-27,161.61500549316406,162.05499267578125,161.2050018310547,161.72000122070312,,,,,249.60000610351562,249.74000549316406,248.74000549316406,248.74000549316406
1986-06-30,162.61500549316406,163.07000732421875,161.53500366210938,161.61500549316406,,,,,250.83999633789062,251.80999755859375,249.60000610351562,249.60000610351562
1986-07-01,163.3249969482422,163.61500549316406,162.61500549316406,162.61500549316406,,,,,252.0399932861328,252.0399932861328,250.52999877929688,250.6699981689453
1986-07-02,163.9600067138672,164.1999969482422,163.32000732421875,163.3249969482422,,,,,252.6999969482422,253.1999969482422,251.7899932861328,252.0399932861328
1986-07-03,164.51499938964844,164.55999755859375,163.60000610351562,163.9600067138672,,,,,251.7899932861328,252.94000244140625,251.22999572753906,252.6999969482422
1986-07-07,157.625,164.5449981689453,157.58999633789062,164.51499938964844,,,,,244.0500030517578,251.80999755859375,243.6300048828125,251.7899932861328
1986-07-08,153.25999450683594,157.625,152.42999267578125,157.625,,,,,241.58999633789062,244.05999755859375,239.07000732421875,244.0500030517578
1986-07-09,155.41000366210938,155.64999389648438,153.1699981689453,153.25999450683594,,,,,242.82000732421875,243.07000732421875,241.4600067138672,241.58999633789062
1986-07-10,154.2899932861328,156.34500122070312,153.14500427246094,155.41000366210938,,,,,243.00999450683594,243.44000244140625,239.66000366210938,242.82000732421875
1986-07-11,152.85499572753906,154.44500732421875,152.72500610351562,154.2899932861328,,,,,242.22000122070312,243.47999572753906,241.67999267578125,243.00999450683594
1986-07-14,149.28500366210938,152.9199981689453,149.00999450683594,152.85499572753906,,,,,238.11000061035156,242.22000122070312,238.0399932861328,242.22000122070312
1986-07-15,146.2550048828125,149.28500366210938,145.32000732421875,149.28500366210938,,,,,233.66000366210938,238.1199951171875,233.60000610351562,238.08999633789062
1986-07-16,147.39500427246094,148.4499969482422,146.2550048828125,146.2550048828125,,,,,235.00999450683594,236.19000244140625,233.66000366210938,233.66000366210938
1986-07-17,148.46499633789062,148.75,147.2550048828125,147.39500427246094,,,,,236.07000732421875,236.64999389648438,235.00999450683594,235.00999450683594
1986-07-18,147.75999450683594,148.52499389648438,146.47999572753906,148.46499633789062,,,,,236.36000061035156,238.22000122070312,233.94000244140625,236.07000732421875
1986-07-21,147.0749969482422,147.94500732421875,146.7949981689453,147.75999450683594,,,,,236.24000549316406,236.4499969482422,235.52999877929688,236.36000061035156
1986-07-22,147.40499877929688,148.1649932861328,146.5850067138672,147.0749969482422,,,,,238.17999267578125,238.4199981689453,235.9199981689453,236.24000549316406
1986-07-23,147.1750030517578,148.01499938964844,147.1199951171875,147.40499877929688,,,,,238.6699981689453,239.25,238.1699981689453,238.19000244140625
1986-07-24,147.27999877929688,148.15499877929688,146.97999572753906,147.1750030517578,,,,,237.9499969482422,239.0500030517578,237.32000732421875,238.69000244140625
1986-07-25,148.25999450683594,148.4149932861328,147.27999877929688,147.27999877929688,,,,,240.22000122070312,240.36000061035156,237.9499969482422,237.99000549316406
1986-07-28,145.5050048828125,148.73500061035156,145.21499633789062,148.25999450683594,,,,,236.00999450683594,240.25,235.22999572753906,240.1999969482422
1986-07-29,144.2050018310547,145.57000732421875,144.03500366210938,145.5050048828125,,,,,234.5500030517578,236.00999450683594,234.39999389648438,235.72000122070312
1986-07-30,144.52000427246094,144.6699981689453,142.72999572753906,144.2050018310547,,,,,236.58999633789062,237.3800048828125,233.07000732421875,234.57000732421875
1986-07-31,144.7050018310547,145.61000061035156,144.56500244140625,144.5850067138672,,,,,236.1199951171875,236.9199981689453,235.88999938964844,236.58999633789062
1986-08-01,144.19000244140625,145.76499938964844,144.0050048828125,144.7050018310547,,,,,234.91000366210938,236.88999938964844,234.58999633789062,236.1199951171875
1986-08-04,142.52499389648438,144.19000244140625,141.64500427246094,144.19000244140625,,,,,235.99000549316406,236.86000061035156,231.9199981689453,234.91000366210938
1986-08-05,141.86000061035156,142.91000366210938,141.75,142.52499389648438,,,,,237.02999877929688,238.30999755859375,235.97000122070312,235.99000549316406
1986-08-06,140.5449981689453,141.86000061035156,140.3000030517578,141.86000061035156,,,,,236.83999633789062,237.35000610351562,235.47999572753906,237.02999877929688
1986-08-07,140.69500732421875,141.47000122070312,140.17999267578125,140.5449981689453,,,,,237.0399932861328,238.02000427246094,236.30999755859375,236.83999633789062
1986-08-08,142.2949981689453,142.5500030517578,140.69500732421875,140.69500732421875,,,,,236.8800048828125,238.05999755859375,236.3699951171875,237.0399932861328
1986-08-11,145.44000244140625,145.51499938964844,142.2949981689453,142.2949981689453,,,,,240.67999267578125,241.1999969482422,236.8699951171875,236.8800048828125
1986-08-12,147.05999755859375,147.31500244140625,145.44000244140625,145.44000244140625,,,,,243.33999633789062,243.3699951171875,240.35000610351562,240.67999267578125
1986-08-13,148.8350067138672,149.44500732421875,147.05999755859375,147.05999755859375,,,,,245.6699981689453,246.50999450683594,243.05999755859375,243.33999633789062
1986-08-14,149.9949951171875,150.13999938964844,148.625,148.8350067138672,,,,,246.25,246.7899932861328,245.52999877929688,245.6699981689453
1986-08-15,149.5749969482422,150.3000030517578,149.18499755859375,150.0050048828125,,,,,247.14999389648438,247.14999389648438,245.6999969482422,246.25
1986-08-18,149.07000732421875,150.07000732421875,148.8300018310547,149.5749969482422,,,,,247.3800048828125,247.8300018310547,245.47999572753906,247.14999389648438
1986-08-19,148.59500122070312,149.0850067138672,147.97999572753906,149.07000732421875,,,,,246.50999450683594,247.4199981689453,245.82000732421875,247.3800048828125
1986-08-20,149.7550048828125,149.90499877929688,148.46499633789062,148.59500122070312,,,,,249.77000427246094,249.77000427246094,246.50999450683594,246.52999877929688
1986-08-21,150.00999450683594,150.65499877929688,149.4600067138672,149.7550048828125,,,,,249.6699981689453,250.4499969482422,249.11000061035156,249.77000427246094
1986-08-22,150.94500732421875,151.2550048828125,149.69000244140625,150.00999450683594,,,,,250.19000244140625,250.61000061035156,249.27000427246094,249.6699981689453
1986-08-25,149.91000366210938,151.11500549316406,149.77499389648438,150.94500732421875,,,,,247.80999755859375,250.25999450683594,247.75999450683594,250.19000244140625
1986-08-26,151.15499877929688,151.22999572753906,149.875,149.91000366210938,,,,,252.83999633789062,252.91000366210938,247.80999755859375,247.80999755859375
1986-08-27,152.02000427246094,152.1649932861328,151.07000732421875,151.15499877929688,,,,,253.3000030517578,254.24000549316406,252.66000366210938,252.83999633789062
1986-08-28,152.0449981689453,152.3000030517578,151.35499572753906,152.02000427246094,,,,,252.83999633789062,253.6699981689453,251.91000366210938,253.3000030517578
1986-08-29,151.6999969482422,152.55499267578125,151.69500732421875,152.0449981689453,,,,,252.92999267578125,254.07000732421875,251.72999572753906,252.83999633789062
1986-09-02,149.33999633789062,152.07000732421875,149.14999389648438,151.6999969482422,,,,,248.52000427246094,253.3000030517578,248.13999938964844,252.92999267578125
1986-09-03,149.82000732421875,149.83999633789062,148.59500122070312,149.33999633789062,,,,,250.0800018310547,250.0800018310547,247.58999633789062,248.52000427246094
1986-09-04,151.39500427246094,151.72500610351562,149.7899932861328,149.82000732421875,,,,,253.8300018310547,254.00999450683594,250.02999877929688,250.0800018310547
1986-09-05,149.6699981689453,151.90499877929688,149.5449981689453,151.39500427246094,,,,,250.47000122070312,254.1300048828125,250.3300018310547,253.8300018310547
1986-09-08,146.5500030517578,149.6699981689453,146.35000610351562,149.6699981689453,,,,,248.13999938964844,250.47000122070312,247.02000427246094,250.47000122070312
1986-09-09,145.75999450683594,147.31500244140625,145.41000366210938,146.5500030517578,,,,,247.6699981689453,250.2100067138672,246.94000244140625,248.13999938964844
1986-09-10,144.74000549316406,145.75999450683594,144.57000732421875,145.75999450683594,,,,,247.05999755859375,247.75999450683594,246.11000061035156,247.6699981689453
1986-09-11,138.4600067138672,144.74000549316406,138.4600067138672,144.74000549316406,,,,,235.17999267578125,247.05999755859375,234.6699981689453,247.05999755859375
1986-09-12,135.03500366210938,138.61500549316406,134.84500122070312,138.4600067138672,,,,,230.6699981689453,235.4499969482422,228.74000549316406,235.17999267578125
1986-09-15,134.94000244140625,135.9600067138672,134.0850067138672,135.03500366210938,,,,,231.94000244140625,232.82000732421875,229.44000244140625,230.6699981689453
1986-09-16,135.2100067138672,135.25,133.27999877929688,134.94000244140625,,,,,231.72000122070312,231.94000244140625,228.32000732421875,231.92999267578125
1986-09-17,136.38999938964844,136.99000549316406,135.05499267578125,135.2100067138672,,,,,231.67999267578125,233.80999755859375,231.3800048828125,231.72999572753906
1986-09-18,138.13499450683594,138.57000732421875,136.2949981689453,136.38999938964844,,,,,232.30999755859375,232.8699951171875,230.57000732421875,231.6699981689453
1986-09-19,138.4550018310547,138.4949951171875,137.02499389648438,138.13499450683594,,,,,232.2100067138672,232.30999755859375,230.69000244140625,232.3000030517578
1986-09-22,140.1199951171875,140.2949981689453,138.35000610351562,138.52000427246094,,,,,234.92999267578125,234.92999267578125,232.1999969482422,232.1999969482422
1986-09-23,139.56500244140625,141.05999755859375,139.0500030517578,140.1199951171875,,,,,235.6699981689453,235.8800048828125,234.5,234.9600067138672
1986-09-24,139.23500061035156,140.0749969482422,138.6649932861328,139.56500244140625,,,,,236.27999877929688,237.05999755859375,235.52999877929688,235.66000366210938
1986-09-25,137.61500549316406,137.61500549316406,137.61500549316406,137.61500549316406,,,,,231.8300018310547,236.27999877929688,230.6699981689453,231.8300018310547
1986-09-26,137.5850067138672,138.1199951171875,136.49000549316406,137.61500549316406,,,,,232.22999572753906,233.67999267578125,230.63999938964844,231.8300018310547
1986-09-29,135.53500366210938,137.5850067138672,134.81500244140625,137.5850067138672,,,,,229.91000366210938,232.22999572753906,228.0800018310547,232.22999572753906
1986-09-30,137.4949951171875,137.83999633789062,135.53500366210938,135.53500366210938,,,,,231.32000732421875,233.00999450683594,229.91000366210938,229.91000366210938
1986-10-01,138.26499938964844,139.00999450683594,137.52000427246094,137.52000427246094,,,,,233.60000610351562,234.6199951171875,231.32000732421875,231.32000732421875
1986-10-02,138.22000122070312,138.42999267578125,137.40499877929688,138.26499938964844,,,,,233.9199981689453,234.3300018310547,232.77000427246094,233.60000610351562
1986-10-03,138.55499267578125,139.3699951171875,137.66000366210938,138.22000122070312,,,,,233.7100067138672,236.16000366210938,232.7899932861328,233.9199981689453
1986-10-06,139.11500549316406,139.19000244140625,138.38999938964844,138.65499877929688,,,,,234.77999877929688,235.33999633789062,233.1699981689453,233.7100067138672
1986-10-07,138.2550048828125,139.2449951171875,137.91000366210938,139.11500549316406,,,,,234.41000366210938,235.17999267578125,233.4600067138672,234.74000549316406
1986-10-08,139.26499938964844,139.3300018310547,137.5449981689453,138.2550048828125,,,,,236.67999267578125,236.83999633789062,233.67999267578125,234.41000366210938
1986-10-09,139.1649932861328,140.14500427246094,139.02999877929688,139.2449951171875,,,,,235.85000610351562,238.1999969482422,235.72000122070312,236.6699981689453
1986-10-10,139.8699951171875,140.21499633789062,138.75999450683594,139.1649932861328,,,,,235.47999572753906,236.27000427246094,235.30999755859375,235.83999633789062
1986-10-13,140.6750030517578,140.71499633789062,139.625,139.8699951171875,,,,,235.91000366210938,235.91000366210938,235.02000427246094,235.52000427246094
1986-10-14,140.96499633789062,141.60000610351562,140.66000366210938,140.6750030517578,,,,,235.3699951171875,236.3699951171875,234.3699951171875,235.89999389648438
1986-10-15,142.10000610351562,142.22000122070312,140.7550048828125,140.96499633789062,,,,,238.8000030517578,239.02999877929688,235.27000427246094,235.36000061035156
1986-10-16,141.89999389648438,142.47999572753906,141.76499938964844,142.10000610351562,,,,,239.52999877929688,240.17999267578125,238.8000030517578,238.8300018310547
1986-10-17,141.19500732421875,142.09500122070312,140.90499877929688,141.88499450683594,,,,,238.83999633789062,239.52999877929688,237.7100067138672,239.5
1986-10-20,140.10000610351562,141.22999572753906,139.49000549316406,141.19500732421875,,,,,235.97000122070312,238.83999633789062,234.77999877929688,238.83999633789062
1986-10-21,139.9250030517578,140.47000122070312,139.3800048828125,140.10000610351562,,,,,235.8800048828125,236.49000549316406,234.9499969482422,236.02999877929688
1986-10-22,140.3000030517578,140.58999633789062,139.89999389648438,139.9250030517578,,,,,236.25999450683594,236.63999938964844,235.82000732421875,235.88999938964844
1986-10-23,142.14999389648438,142.39999389648438,140.22999572753906,140.3000030517578,,,,,239.27999877929688,239.75999450683594,236.25999450683594,236.27999877929688
1986-10-24,141.96499633789062,142.75,141.64500427246094,142.14999389648438,,,,,238.25999450683594,239.64999389648438,238.25,239.3000030517578
1986-10-27,141.75999450683594,142.2550048828125,141.25999450683594,141.96499633789062,,,,,238.77000427246094,238.77000427246094,236.72000122070312,238.22000122070312
1986-10-28,142.4949951171875,142.90499877929688,141.68499755859375,141.75999450683594,,,,,239.25999450683594,240.5800018310547,238.77000427246094,238.80999755859375
1986-10-29,143.1300048828125,143.27999877929688,142.11500549316406,142.4949951171875,,,,,240.94000244140625,241.0,238.97999572753906,239.22999572753906
1986-10-30,144.77999877929688,145.17999267578125,143.1300048828125,143.1300048828125,,,,,243.7100067138672,244.0800018310547,240.94000244140625,240.97000122070312
1986-10-31,144.47999572753906,145.17999267578125,143.7899932861328,144.77999877929688,,,,,243.97999572753906,244.50999450683594,242.9499969482422,243.6999969482422
1986-11-03,144.80999755859375,144.97000122070312,144.1199951171875,144.47999572753906,,,,,245.8000030517578,245.8000030517578,243.92999267578125,243.97000122070312
1986-11-04,145.96499633789062,146.05499267578125,144.5399932861328,144.80999755859375,,,,,246.1999969482422,246.42999267578125,244.4199981689453,245.8000030517578
1986-11-05,146.17999267578125,146.68499755859375,145.50999450683594,145.96499633789062,,,,,246.5800018310547,247.0500030517578,245.2100067138672,246.08999633789062
1986-11-06,145.41000366210938,146.22999572753906,144.63999938964844,146.18499755859375,,,,,245.8699951171875,246.89999389648438,244.3000030517578,246.5399932861328
1986-11-07,144.91000366210938,145.41000366210938,144.39999389648438,145.41000366210938,,,,,245.77000427246094,246.1300048828125,244.9199981689453,245.85000610351562
1986-11-10,144.2949981689453,145.0500030517578,143.6999969482422,144.91000366210938,,,,,246.1300048828125,246.22000122070312,244.67999267578125,245.75
1986-11-11,145.35000610351562,145.44500732421875,144.2949981689453,144.2949981689453,,,,,247.0800018310547,247.10000610351562,246.1199951171875,246.14999389648438
1986-11-12,145.5800018310547,145.9149932861328,145.02000427246094,145.35000610351562,,,,,246.63999938964844,247.6699981689453,245.67999267578125,247.05999755859375
1986-11-13,143.4149932861328,145.68499755859375,143.40499877929688,145.5800018310547,,,,,243.02000427246094,246.66000366210938,242.97999572753906,246.6300048828125
1986-11-14,143.5050048828125,143.77999877929688,142.86000061035156,143.4149932861328,,,,,244.5,244.50999450683594,241.9600067138672,243.00999450683594
1986-11-17,143.19500732421875,144.02000427246094,142.13999938964844,143.5050048828125,,,,,243.2100067138672,244.8000030517578,242.2899932861328,244.5
1986-11-18,140.66000366210938,143.6750030517578,140.625,143.19500732421875,,,,,236.77999877929688,243.22999572753906,236.64999389648438,243.1999969482422
1986-11-19,139.5449981689453,140.66000366210938,138.9550018310547,140.66000366210938,,,,,237.66000366210938,237.94000244140625,235.50999450683594,236.77000427246094
1986-11-20,141.30999755859375,141.43499755859375,139.5449981689453,139.5449981689453,,,,,242.0500030517578,242.0500030517578,237.66000366210938,237.66000366210938
1986-11-21,142.89999389648438,143.0500030517578,141.30999755859375,141.30999755859375,,,,,245.86000061035156,246.3800048828125,241.97000122070312,242.02999877929688
1986-11-24,144.4949951171875,144.63499450683594,142.77000427246094,142.89999389648438,,,,,247.4499969482422,248.0,245.2100067138672,245.86000061035156
1986-11-25,145.77000427246094,145.77000427246094,144.34500122070312,144.4949951171875,,,,,248.1699981689453,248.17999267578125,246.3000030517578,247.44000244140625
1986-11-26,146.8699951171875,146.9499969482422,145.5850067138672,145.77000427246094,,,,,248.77000427246094,248.89999389648438,247.72999572753906,248.13999938964844
1986-11-28,147.94000244140625,147.9600067138672,146.8699951171875,146.8699951171875,,,,,249.22000122070312,249.22000122070312,248.07000732421875,248.82000732421875
1986-12-01,146.85499572753906,147.94000244140625,145.6300048828125,147.94000244140625,,,,,249.0500030517578,249.22000122070312,245.72000122070312,249.22000122070312
1986-12-02,148.86500549316406,148.99000549316406,146.85499572753906,146.85499572753906,,,,,254.0,254.0,249.0500030517578,249.05999755859375
1986-12-03,150.0800018310547,150.71499633789062,148.86500549316406,148.86500549316406,,,,,253.85000610351562,254.8699951171875,253.24000549316406,254.0
1986-12-04,149.97999572753906,150.85000610351562,149.83999633789062,150.0850067138672,,,,,253.0399932861328,254.4199981689453,252.8800048828125,253.85000610351562
1986-12-05,149.0449981689453,150.375,148.69500732421875,149.97999572753906,,,,,251.1699981689453,253.88999938964844,250.7100067138672,253.0500030517578
1986-12-08,147.84500122070312,149.0449981689453,146.85000610351562,149.0449981689453,,,,,251.16000366210938,252.36000061035156,248.82000732421875,251.16000366210938
1986-12-09,146.86500549316406,147.85499572753906,146.81500244140625,147.84500122070312,,,,,249.27999877929688,251.27000427246094,249.25,251.16000366210938
1986-12-10,146.9550018310547,147.3249969482422,146.39999389648438,146.86500549316406,,,,,250.9600067138672,251.52999877929688,248.94000244140625,249.27999877929688
1986-12-11,146.0800018310547,147.39500427246094,145.6300048828125,146.9550018310547,,,,,248.1699981689453,250.97999572753906,247.14999389648438,250.97000122070312
1986-12-12,144.97999572753906,146.0749969482422,144.75,146.0749969482422,,,,,247.35000610351562,248.30999755859375,247.02000427246094,248.1699981689453
1986-12-15,144.0749969482422,144.97999572753906,142.84500122070312,144.97999572753906,,,,,248.2100067138672,248.22999572753906,244.9199981689453,247.30999755859375
1986-12-16,144.49000549316406,144.59500122070312,143.61000061035156,144.0749969482422,,,,,250.0399932861328,250.0399932861328,247.39999389648438,248.2100067138672
1986-12-17,143.0449981689453,144.4949951171875,142.9149932861328,144.49000549316406,,,,,247.55999755859375,250.0399932861328,247.19000244140625,250.00999450683594
1986-12-18,142.85499572753906,143.49000549316406,142.53500366210938,143.0449981689453,,,,,246.77999877929688,247.80999755859375,246.4499969482422,247.55999755859375
1986-12-19,143.77000427246094,144.0749969482422,142.8249969482422,142.85499572753906,,,,,249.72999572753906,249.9600067138672,245.88999938964844,246.7899932861328
1986-12-22,144.0850067138672,144.38999938964844,143.23500061035156,143.77000427246094,,,,,248.75,249.72999572753906,247.4499969482422,249.72999572753906
1986-12-23,142.80499267578125,144.2449951171875,142.39999389648438,144.0850067138672,,,,,246.33999633789062,248.75,245.85000610351562,248.75
1986-12-24,142.7949981689453,143.16000366210938,142.3249969482422,142.80499267578125,,,,,246.75,247.22000122070312,246.02000427246094,246.33999633789062
1986-12-26,142.93499755859375,143.0800018310547,142.5,142.7949981689453,,,,,246.9199981689453,247.08999633789062,246.72999572753906,246.75
1986-12-29,141.51499938964844,143.03500366210938,141.375,142.93499755859375,,,,,244.6699981689453,246.9199981689453,244.30999755859375,246.89999389648438
1986-12-30,141.52499389648438,141.7949981689453,140.94500732421875,141.51499938964844,,,,,243.3699951171875,244.6699981689453,243.0399932861328,244.66000366210938
1986-12-31,141.40499877929688,142.125,141.0449981689453,141.52499389648438,,,,,242.1699981689453,244.02999877929688,241.27999877929688,243.3699951171875
1987-01-02,142.86000061035156,143.00999450683594,141.40499877929688,141.40499877929688,,,,,246.4499969482422,246.4499969482422,242.1699981689453,242.1699981689453
1987-01-05,147.40499877929688,147.63999938964844,142.86000061035156,142.86000061035156,,,,,252.19000244140625,252.57000732421875,246.4499969482422,246.4499969482422
1987-01-06,149.05999755859375,149.0800018310547,147.40499877929688,147.40499877929688,,,,,252.77999877929688,253.99000549316406,252.13999938964844,252.1999969482422
1987-01-07,152.97500610351562,153.0850067138672,149.05999755859375,149.05999755859375,,,,,255.3300018310547,255.72000122070312,252.64999389648438,252.77999877929688
1987-01-08,155.69000244140625,155.69500732421875,152.97500610351562,152.97500610351562,,,,,257.2799987792969,257.2799987792969,254.97000122070312,255.36000061035156
1987-01-09,156.99000549316406,157.38499450683594,155.11000061035156,155.69000244140625,,,,,258.7300109863281,259.20001220703125,256.1099853515625,257.260009765625
1987-01-12,159.30499267578125,159.42999267578125,156.60000610351562,156.99000549316406,,,,,260.29998779296875,261.3599853515625,257.9200134277344,258.7200012207031
1987-01-13,159.6199951171875,159.84500122070312,158.375,159.30499267578125,,,,,259.95001220703125,260.45001220703125,259.2099914550781,260.29998779296875
1987-01-14,162.66000366210938,162.6699981689453,159.6199951171875,159.6199951171875,,,,,262.6400146484375,262.7200012207031,259.6199951171875,259.95001220703125
