,NASDAQ 100,NASDAQ 100,NASDAQ 100,NASDAQ 100,RUSSELL 2000,RUSSELL 2000,RUSSELL 2000,RUSSELL 2000,SP 500,SP 500,SP 500,SP 500
,Close,SMA Fast,SMA Slow,Signal,Close,SMA Fast,SMA Slow,Signal,Close,SMA Fast,SMA Slow,Signal
Date,,,,,,,,,,,,
2017-09-22,5932.31982421875,5966.656640625,5816.551083984375,1,1450.780029296875,1423.8200032552083,1405.1202990722657,-1,2502.219970703125,2488.457373046875,2443.6783056640625,-1
2017-09-25,5867.35009765625,5958.619986979166,5818.9729833984375,1,1451.9599609375,1426.3793375651042,1405.7306982421876,-1,2496.659912109375,2489.798030598958,2444.7636059570314,-1
2017-09-26,5881.33984375,5955.193977864584,5821.52318359375,1,1456.8599853515625,1430.1926676432292,1406.4107983398437,-1,2496.840087890625,2492.39736328125,2445.836806640625,-1
2017-09-27,5937.7900390625,5954.304654947917,5824.440185546875,1,1484.81005859375,1435.7000081380208,1407.2888989257813,-1,2507.0400390625,2495.164029947917,2446.914306640625,-1
2017-09-28,5933.06982421875,5952.22197265625,5827.180185546875,1,1488.7900390625,1441.7080078125,1408.2603991699218,-1,2510.06005859375,2498.1613606770834,2448.0211083984377,-1
2017-09-29,5979.2998046875,5956.61728515625,5830.190083007812,1,1490.8599853515625,1447.8033365885417,1409.2503991699218,-1,2519.360107421875,2502.023372395833,2449.245510253906,-1
2017-10-02,5981.919921875,5956.7099609375,5833.19248046875,1,1509.469970703125,1454.1126708984375,1410.34919921875,-1,2529.1201171875,2504.757373046875,2450.540412597656,-1
2017-10-03,5995.06005859375,5956.6712890625,5836.40087890625,1,1511.969970703125,1460.013338216146,1411.5668994140624,-1,2534.580078125,2507.2973795572916,2451.9418139648437,-1
2017-10-04,5998.83984375,5956.301953125,5839.521176757812,1,1507.760009765625,1465.4046712239583,1412.8167993164063,-1,2537.739990234375,2509.9220377604165,2453.41021484375,-1
2017-10-05,6057.14013671875,5962.189973958333,5843.047778320312,1,1512.0899658203125,1471.209334309896,1413.9984985351562,-1,2552.070068359375,2513.685367838542,2454.90771484375,-1
2017-10-06,6064.56982421875,5967.29462890625,5846.449077148438,1,1510.219970703125,1476.4433349609376,1415.1538977050782,-1,2549.330078125,2516.958707682292,2456.39431640625,-1
2017-10-09,6058.52978515625,5972.4552734375,5851.228876953125,1,1503.56005859375,1480.6086751302084,1416.6305981445312,-1,2544.72998046875,2519.6826985677085,2458.271315917969,-1
2017-10-10,6063.52001953125,5977.284602864584,5855.6009765625,1,1508.010009765625,1485.1160074869792,1418.0998986816405,-1,2550.639892578125,2522.6153645833333,2460.120515136719,-1
2017-10-11,6081.25,5984.460611979167,5859.897875976562,1,1506.9200439453125,1489.2160074869792,1419.4957995605469,-1,2555.239990234375,2525.7486979166665,2461.855615234375,-1
2017-10-12,6069.990234375,5993.465950520834,5863.603779296875,1,1505.1600341796875,1493.281339518229,1420.7759997558594,-1,2550.929931640625,2529.1040201822916,2463.424714355469,-1
2017-10-13,6092.4501953125,6004.14130859375,5867.494780273438,1,1502.6600341796875,1496.7400065104166,1421.9928002929687,-1,2553.169921875,2532.50068359375,2464.9722143554686,-1
2017-10-16,6114.52978515625,6020.619954427083,5871.337080078125,1,1502.6800537109375,1500.1213460286458,1423.1945007324218,-1,2557.639892578125,2536.566015625,2466.504714355469,-1
2017-10-17,6122.60986328125,6036.704622395833,5874.779477539062,1,1497.5,1502.8306803385417,1424.3356005859375,-1,2559.360107421875,2540.7340169270833,2467.9476147460937,-1
2017-10-18,6114.35009765625,6048.47529296875,5878.039379882813,1,1505.1400146484375,1504.1860107421876,1425.5646008300782,-1,2561.260009765625,2544.348681640625,2469.4020141601563,-1
2017-10-19,6092.6201171875,6059.111979166667,5881.019282226563,1,1502.0400390625,1505.0693440755208,1426.8731018066405,-1,2562.10009765625,2547.818017578125,2470.893916015625,-1
2017-10-20,6108.81982421875,6067.746647135416,5884.219482421875,1,1509.25,1506.2953450520833,1428.2635021972656,-1,2575.2099609375,2551.5413411458335,2472.5280151367188,-1
2017-10-23,6067.830078125,6073.473990885416,5886.732685546875,1,1497.489990234375,1505.4966796875,1429.2778015136719,-1,2564.97998046875,2553.9319986979167,2473.877214355469,-1
2017-10-24,6080.22021484375,6079.151334635417,5888.720288085938,1,1500.4200439453125,1504.7266845703125,1430.2281018066406,-1,2569.1298828125,2556.235319010417,2475.1778125,-1
2017-10-25,6055.0400390625,6082.898014322916,5890.489487304688,1,1493.47998046875,1503.7746826171874,1431.1984020996094,-1,2557.14990234375,2557.5293131510416,2476.388310546875,-1
2017-10-26,6037.8701171875,6081.613346354166,5892.30048828125,1,1497.4599609375,1502.7993489583334,1432.2240014648437,-1,2560.39990234375,2558.0846354166665,2477.6990087890626,-1
2017-10-27,6213.47021484375,6091.5400390625,5895.659291992188,1,1508.3199462890625,1502.6726806640625,1433.3405004882814,-1,2581.070068359375,2560.200634765625,2479.178310546875,-1
2017-10-30,6227.58984375,6102.810709635417,5899.0821923828125,1,1490.9000244140625,1501.8286783854167,1434.0934008789063,-1,2572.830078125,2562.073974609375,2480.5687109375,-1
2017-10-31,6248.56005859375,6115.146712239583,5904.148393554688,1,1502.530029296875,1501.4633463541666,1434.9016015625,-1,2575.260009765625,2563.7153157552084,2482.0036108398435,-1
2017-11-01,6248.64990234375,6126.306705729166,5909.553090820313,1,1492.780029296875,1500.5206787109375,1435.6373022460937,-1,2579.360107421875,2565.3233235677085,2483.5033129882813,-1
2017-11-02,6236.39013671875,6137.400032552084,5914.398793945313,1,1496.550048828125,1499.9466796875,1436.3429028320313,-1,2579.85009765625,2567.2513346354167,2484.8983129882813,-1
2017-11-03,6295.580078125,6150.942024739584,5920.083896484375,1,1494.9100341796875,1499.4300130208333,1437.1163037109375,-1,2587.840087890625,2569.562679036458,2486.3975146484377,-1
2017-11-06,6313.60986328125,6164.214029947917,5926.21109375,1,1497.9599609375,1499.115340169271,1437.9951037597657,-1,2591.1298828125,2571.795345052083,2487.9842138671875,-1
2017-11-07,6320.77978515625,6177.425358072916,5932.604091796875,1,1479.0899658203125,1497.8880045572917,1438.7187036132811,-1,2590.639892578125,2573.8806640625,2489.5591137695315,-1
2017-11-08,6345.81005859375,6192.856022135416,5938.339990234375,1,1481.72998046875,1496.3273356119792,1439.3552038574219,-1,2594.3798828125,2576.088655598958,2490.9683129882815,-1
2017-11-09,6312.2099609375,6207.495345052083,5944.198989257812,1,1475.02001953125,1494.5260009765625,1440.0757043457031,-1,2584.6201171875,2577.589990234375,2492.4442138671875,-1
2017-11-10,6309.06982421875,6220.845345052084,5949.465786132812,1,1475.27001953125,1492.2606689453125,1440.8359045410157,-1,2582.300048828125,2578.0626627604165,2493.91111328125,-1
2017-11-13,6316.18017578125,6237.402018229167,5954.82888671875,1,1475.0699462890625,1490.7659993489583,1441.5412036132811,-1,2584.840087890625,2579.386669921875,2495.414514160156,-1
2017-11-14,6293.64013671875,6251.630013020834,5959.734189453125,1,1471.260009765625,1488.8219970703126,1442.1060034179689,-1,2578.8701171875,2580.0360188802083,2496.82021484375,-1
2017-11-15,6258.35986328125,6265.18466796875,5964.541889648437,1,1464.0899658203125,1486.8626627604167,1442.5805029296876,-1,2564.6201171875,2580.534033203125,2498.0757153320315,-1
2017-11-16,6339.14013671875,6285.2693359375,5971.217290039062,1,1486.8800048828125,1486.157332356771,1443.4141027832031,-1,2585.639892578125,2582.21669921875,2499.7383154296876,-1
2017-11-17,6314.509765625,6292.005305989584,5976.83208984375,1,1492.8199462890625,1485.1239990234376,1444.0896020507812,-1,2578.85009765625,2582.068701171875,2501.1199169921874,-1
2017-11-20,6308.60986328125,6297.406640625,5983.38798828125,1,1503.4000244140625,1485.9573323567708,1444.961602783203,-1,2582.139892578125,2582.68935546875,2502.74431640625,-1
2017-11-21,6378.6298828125,6306.077962239583,5990.705087890625,1,1518.8900146484375,1487.047998046875,1445.996903076172,-1,2599.030029296875,2584.2740234375,2504.500517578125,-1
2017-11-22,6386.1201171875,6315.242643229167,5998.596689453125,1,1516.760009765625,1488.6466634114583,1446.8977026367188,-1,2597.080078125,2585.455354817708,2506.1812182617186,-1
2017-11-24,6409.2900390625,6326.769303385417,6006.201391601562,1,1519.1600341796875,1490.1539957682292,1447.887802734375,-1,2602.419921875,2586.960009765625,2507.880017089844,-1
2017-11-27,6405.97021484375,6334.128645833333,6014.282094726563,1,1513.31005859375,1491.3806640625,1449.012802734375,-1,2601.419921875,2587.86533203125,2509.7967163085937,-1
2017-11-28,6422.56005859375,6341.3919921875,6021.9429931640625,1,1536.4300537109375,1493.9453369140624,1450.2187036132811,-1,2627.0400390625,2590.259342447917,2511.8153173828123,-1
2017-11-29,6311.3798828125,6340.76533203125,6028.11529296875,1,1542.300048828125,1498.1593424479167,1451.5570043945313,-1,2626.070068359375,2592.6213541666666,2513.80171875,-1
2017-11-30,6365.56005859375,6342.081998697917,6034.672895507812,1,1544.1400146484375,1502.3200113932292,1452.8679040527343,-1,2647.580078125,2596.168033854167,2516.022219238281,-1
2017-12-01,6337.8701171875,6343.79267578125,6040.262094726562,1,1537.02001953125,1506.4533447265626,1453.9949047851562,-1,2642.219970703125,2600.008024088542,2518.0119189453126,-1
2017-12-04,6263.7001953125,6340.768033854167,6044.965498046875,1,1532.4100341796875,1510.2626790364584,1455.0624047851563,-1,2639.43994140625,2603.817350260417,2519.928017578125,-1
2017-12-05,6265.10986328125,6337.363346354166,6049.235795898438,1,1516.760009765625,1513.0420166015624,1455.9418054199218,-1,2629.570068359375,2606.799348958333,2521.6310180664063,-1
2017-12-06,6293.0498046875,6337.323990885417,6053.768891601562,1,1508.8800048828125,1515.5500162760416,1456.7146057128907,-1,2629.27001953125,2610.1593424479165,2523.3323193359374,-1
2017-12-07,6316.27978515625,6341.185319010417,6058.130688476563,1,1520.469970703125,1519.308683268229,1457.6432055664063,-1,2636.97998046875,2614.983333333333,2525.096018066406,-1
2017-12-08,6344.56982421875,6341.547298177084,6062.41478515625,1,1521.719970703125,1521.63134765625,1458.442705078125,-1,2651.5,2619.3740071614584,2526.8727172851563,-1
2017-12-11,6393.89013671875,6346.839322916667,6067.141484375,1,1519.8399658203125,1523.4326822916667,1459.2176049804686,-1,2659.989990234375,2624.7833333333333,2528.7381176757813,-1
2017-12-12,6383.64990234375,6351.8419921875,6071.762685546875,1,1516.1199951171875,1524.2806803385417,1460.0204052734375,-1,2664.110107421875,2630.248014322917,2530.653818359375,1
2017-12-13,6394.669921875,6352.911328125,6076.29568359375,1,1524.449951171875,1524.6513427734376,1460.884404296875,-1,2662.85009765625,2634.502685546875,2532.5832202148435,1
2017-12-14,6389.91015625,6353.163997395834,6080.888286132813,1,1506.949951171875,1523.9973388671874,1461.4500036621093,-1,2652.010009765625,2638.1646809895833,2534.332021484375,1
2017-12-15,6466.31982421875,6356.965983072917,6086.044184570313,1,1530.4200439453125,1524.7480061848958,1462.3314038085937,-1,2675.81005859375,2643.0573567708334,2536.3118212890627,1
2017-12-18,6513.27001953125,6364.119303385417,6092.006586914063,1,1548.9200439453125,1527.1220052083333,1463.484404296875,-1,2690.159912109375,2648.973356119792,2538.4592211914064,1
2017-12-19,6480.669921875,6367.993294270834,6097.724086914062,1,1536.75,1527.1433349609374,1464.5593041992188,-1,2681.469970703125,2652.602018229167,2540.552919921875,1
2017-12-20,6472.47998046875,6378.73330078125,6103.6455859375,1,1540.0799560546875,1526.9953287760416,1465.7087036132812,-1,2679.25,2656.1473470052083,2542.6424194335937,1
2017-12-21,6472.68994140625,6385.87529296875,6109.420786132812,1,1547.1099853515625,1527.1933268229166,1466.89650390625,-1,2684.570068359375,2658.613346354167,2544.724619140625,1
2017-12-22,6465.169921875,6394.361946614584,6114.930185546875,1,1542.9300537109375,1527.5873291015625,1468.1968041992188,-1,2683.340087890625,2661.3546875,2546.7823193359377,1
2017-12-26,6433.16015625,6405.65927734375,6120.34978515625,1,1544.22998046875,1528.3753255208333,1469.5868041992187,-1,2680.5,2664.0920247395834,2548.865720214844,1
2017-12-27,6435.14990234375,6416.995279947917,6125.702182617188,1,1543.93994140625,1530.1873209635417,1470.9030041503906,-1,2682.6201171875,2667.628694661458,2550.923620605469,1
2017-12-28,6441.419921875,6426.88662109375,6130.76908203125,1,1548.9300537109375,1532.85732421875,1472.2506042480468,-1,2687.5400390625,2671.513362630208,2552.989921875,1
2017-12-29,6396.419921875,6432.229296875,6135.469780273437,1,1535.510009765625,1533.8599934895833,1473.5042041015624,-1,2673.610107421875,2673.95537109375,2554.976823730469,1
2018-01-02,6511.33984375,6443.347298177084,6141.38927734375,1,1550.010009765625,1535.74599609375,1475.0348046875,-1,2695.81005859375,2676.909375,2557.1947241210937,1
2018-01-03,6575.7998046875,6455.474609375,6149.265375976563,1,1552.5799560546875,1537.928662109375,1476.835203857422,-1,2713.06005859375,2680.4473795572917,2559.943225097656,1
2018-01-04,6584.580078125,6468.869954427083,6156.79587890625,1,1555.719970703125,1540.5686604817708,1478.6501037597657,-1,2723.989990234375,2684.4393717447915,2562.769924316406,1
2018-01-05,6653.2900390625,6486.111295572917,6164.247080078125,1,1560.010009765625,1542.9393310546875,1480.3071032714843,-1,2743.14990234375,2689.792692057292,2565.5430224609377,1
2018-01-08,6676.6298828125,6505.225944010416,6171.936079101562,1,1561.81005859375,1546.5966715494792,1482.0928039550781,-1,2747.7099609375,2696.1726888020835,2568.374020996094,1
2018-01-09,6677.93994140625,6519.333951822917,6179.541279296875,1,1560.0999755859375,1548.575333658854,1483.8585034179687,-1,2751.2900390625,2701.2046875,2571.2058203125,1
2018-01-10,6662.66015625,6529.293294270833,6188.204682617187,1,1559.800048828125,1549.3006673177083,1485.8671044921875,-1,2748.22998046875,2705.076025390625,2574.3880200195313,1
2018-01-11,6708.490234375,6544.481315104166,6197.380483398438,1,1586.7900390625,1552.636669921875,1488.1571044921875,-1,2767.56005859375,2710.815364583333,2577.8081201171876,1
2018-01-12,6758.5400390625,6563.551985677083,6207.100483398437,1,1591.969970703125,1556.0960042317708,1490.507803955078,-1,2786.239990234375,2717.948030598958,2581.3868188476563,1
2018-01-16,6737.14013671875,6581.181998697916,6215.738583984375,1,1572.969970703125,1557.8200032552083,1492.5221032714844,-1,2776.419921875,2724.071354166667,2584.62591796875,1
2018-01-17,6810.27978515625,6604.189322916666,6225.323583984375,1,1586.6600341796875,1560.7353352864584,1494.6913037109375,-1,2802.56005859375,2732.019352213542,2588.2111181640626,1
2018-01-18,6811.3798828125,6629.403971354167,6235.092983398437,1,1576.72998046875,1562.902001953125,1496.719803466797,-1,2798.030029296875,2739.8546875,2591.80171875,1
2018-01-19,6834.330078125,6656.015983072916,6245.210986328125,1,1597.6300048828125,1566.481339518229,1498.9216040039062,-1,2810.300048828125,2748.3666829427084,2595.47421875,1
2018-01-22,6906.27978515625,6687.006640625,6255.8929833984375,1,1605.1700439453125,1570.2306722005208,1501.1510046386718,-1,2832.969970703125,2758.06201171875,2599.3615185546873,1
2018-01-23,6963.4599609375,6724.809309895833,6266.906181640625,1,1610.7099609375,1575.244002278646,1503.4213037109375,-1,2839.1298828125,2769.0966634114584,2603.289816894531,1
2018-01-24,6919.35009765625,6752.009993489583,6276.77068359375,1,1601.77001953125,1578.694669596354,1505.5258044433594,1,2837.5400390625,2778.5453287760415,2607.08931640625,1
2018-01-25,6916.2998046875,6774.709993489583,6286.047680664063,1,1601.6700439453125,1581.9673421223958,1507.4897045898438,1,2839.25,2786.9579915364584,2610.7653173828126,1
2018-01-26,7022.97021484375,6803.936002604167,6296.398383789063,1,1608.06005859375,1585.456681315104,1509.4346057128905,1,2872.8701171875,2796.883333333333,2614.728518066406,1
2018-01-29,6988.31982421875,6826.271321614583,6306.954282226562,1,1598.1099853515625,1587.9966796875,1511.4191052246094,1,2853.530029296875,2804.242008463542,2618.6853173828126,1
2018-01-30,6930.72998046875,6843.211328125,6316.750283203125,1,1582.8199462890625,1589.3973388671875,1513.2253051757812,1,2822.429931640625,2809.22333984375,2622.2542163085936,1
2018-01-31,6949.990234375,6861.348014322916,6326.607084960938,1,1574.97998046875,1590.3893391927083,1514.9884045410156,1,2823.81005859375,2814.0580078125,2625.8413159179686,1
2018-02-01,6901.5,6877.270670572917,6336.488383789063,1,1579.8699951171875,1591.7273356119792,1516.7928039550782,1,2821.97998046875,2818.974674479167,2629.44681640625,1
2018-02-02,6760.2900390625,6880.723990885416,6344.285986328125,1,1547.27001953125,1589.092667643229,1518.1172045898438,1,2762.1298828125,2818.6126627604167,2632.187014160156,1
2018-02-05,6495.919921875,6863.215983072917,6349.288784179687,1,1491.0899658203125,1582.367333984375,1518.793504638672,1,2648.93994140625,2809.459326171875,2633.711613769531,1
2018-02-06,6665.97998046875,6858.47197265625,6355.90478515625,1,1507.1700439453125,1577.9806722005208,1519.5963049316406,1,2695.139892578125,2804.0406575520833,2635.6793115234377,1
2018-02-07,6582.02001953125,6843.254654947917,6362.036787109375,1,1507.969970703125,1572.73466796875,1520.4258044433593,1,2681.659912109375,2795.980647786458,2637.5397094726563,1
2018-02-08,6306.10009765625,6809.5693359375,6365.217788085937,1,1463.7900390625,1565.2053385416666,1520.7466052246093,-1,2581.0,2781.5119791666666,2638.347409667969,1
2018-02-09,6412.68017578125,6781.459342447916,6369.533388671875,1,1477.8399658203125,1557.2193359375,1521.1142053222657,-1,2619.550048828125,2768.7953125,2639.504208984375,1
2018-02-12,6523.85009765625,6755.964029947917,6374.861088867187,1,1490.97998046875,1549.6066650390626,1521.6200048828125,-1,2656.0,2756.997314453125,2640.9977099609373,1
2018-02-13,6553.85986328125,6728.657356770834,6380.663588867187,1,1494.949951171875,1541.8893310546875,1522.1153039550782,-1,2662.93994140625,2745.251318359375,2642.5447094726565,1
2018-02-14,6675.02978515625,6712.3693359375,6388.06478515625,1,1522.0999755859375,1536.5779947916667,1522.894503173828,-1,2698.6298828125,2735.9906412760415,2644.5250073242187,1
2018-02-15,6794.919921875,6704.27734375,6396.690786132813,1,1537.199951171875,1532.2799886067708,1523.758702392578,-1,2731.199951171875,2728.7873046875,2646.814807128906,1
2018-02-16,6770.66015625,6687.456673177084,6405.72388671875,1,1543.550048828125,1527.9793212890625,1524.6746032714843,-1,2732.219970703125,2719.4106282552084,2649.170407714844,1
2018-02-20,6779.68994140625,6673.548014322917,6414.707387695313,1,1529.989990234375,1523.43798828125,1525.4059033203125,-1,2716.260009765625,2710.2592936197916,2651.3646069335937,1
2018-02-21,6759.259765625,6662.116666666667,6422.922084960937,1,1531.8399658203125,1520.0393229166666,1525.876202392578,-1,2701.330078125,2702.185970052083,2653.307507324219,1
2018-02-22,6761.85009765625,6649.573990885417,6431.209887695312,1,1529.989990234375,1517.039990234375,1526.2882019042968,-1,2703.9599609375,2694.1959635416665,2655.246506347656,1
2018-02-23,6896.60009765625,6649.247330729167,6440.382890625,1,1549.18994140625,1514.9946533203124,1526.8715014648437,-1,2747.300048828125,2689.2173014322916,2657.5259057617186,1
2018-02-26,6989.10009765625,6664.501334635416,6450.454692382813,1,1559.3299560546875,1515.7986490885417,1527.3701013183593,-1,2779.60009765625,2690.381982421875,2660.030705566406,1
2018-02-27,6900.35009765625,6691.463346354167,6459.507592773438,1,1536.469970703125,1518.8239827473958,1527.6151013183594,-1,2744.280029296875,2696.73798828125,2662.127705078125,1
2018-02-28,6854.419921875,6704.026009114584,6468.0633935546875,1,1512.449951171875,1519.1759765625,1527.6620007324218,-1,2713.830078125,2697.9840006510417,2663.8886059570314,1
2018-03-01,6750.5400390625,6715.260677083334,6474.997392578125,1,1507.3900146484375,1519.137312825521,1527.615001220703,-1,2677.669921875,2697.7180013020834,2665.1446044921877,1
2018-03-02,6811.0400390625,6748.92333984375,6482.462094726562,1,1533.1700439453125,1523.762646484375,1527.844501953125,-1,2691.25,2705.0680013020833,2666.5638037109375,1
2018-03-05,6881.27978515625,6780.163313802083,6490.689594726562,1,1546.050048828125,1528.3099853515625,1528.2694018554687,-1,2720.93994140625,2711.827327473958,2668.3259033203126,1
2018-03-06,6913.02001953125,6806.107975260416,6499.184594726563,1,1562.199951171875,1533.0579833984375,1528.8113012695312,-1,2728.1201171875,2716.6353352864585,2670.1007055664063,1
2018-03-07,6929.39013671875,6831.143326822917,6507.66599609375,1,1574.530029296875,1538.3633219401042,1529.4874011230468,-1,2726.800048828125,2720.89267578125,2671.8163061523437,1
2018-03-08,6966.43017578125,6850.57001953125,6516.630395507813,1,1571.969970703125,1541.68798828125,1530.1555004882812,-1,2738.969970703125,2723.5820149739584,2673.696706542969,1
2018-03-09,7101.18017578125,6870.987369791666,6526.7176953125,1,1597.1400146484375,1545.683992513021,1531.1003002929688,-1,2786.570068359375,2727.2733561197915,2676.0307080078123,1
2018-03-12,7131.1201171875,6895.018033854167,6536.883598632812,1,1601.06005859375,1549.5179931640625,1532.0841003417968,-1,2783.02001953125,2730.6600260416667,2678.2845092773437,1
2018-03-13,7046.509765625,6912.806022135416,6546.12259765625,1,1592.050048828125,1553.6553304036458,1533.0296008300782,-1,2765.31005859375,2733.930029296875,2680.3440087890626,1
2018-03-14,7040.97998046875,6931.587369791667,6555.388896484375,1,1584.31005859375,1557.1533365885416,1533.8213012695312,-1,2749.47998046875,2737.1400227864583,2682.226208496094,1
2018-03-15,7030.97021484375,6949.5287109375,6564.772397460937,1,1576.6199951171875,1560.2620035807292,1534.567100830078,-1,2747.330078125,2740.0313639322917,2684.0785083007813,1
2018-03-16,7019.9501953125,6957.75205078125,6573.883701171875,1,1586.050048828125,1562.719344075521,1535.3351013183594,-1,2752.010009765625,2740.345361328125,2685.8465087890627,1
2018-03-19,6864.8798828125,6949.470703125,6581.85419921875,1,1570.56005859375,1563.468017578125,1536.0658020019532,1,2712.919921875,2735.9000162760417,2687.325908203125,1
2018-03-20,6885.919921875,6948.50869140625,6589.911196289063,1,1570.4100341796875,1565.7306884765626,1536.765701904297,1,2716.93994140625,2734.07734375,2688.8040087890627,1
2018-03-21,6853.4501953125,6948.44404296875,6597.895297851563,1,1579.300048828125,1570.187361653646,1537.6239025878906,1,2711.929931640625,2733.9506673177084,2690.351809082031,1
2018-03-22,6682.259765625,6943.892024739584,6604.3391943359375,1,1543.8699951171875,1572.6193603515626,1538.0880029296875,1,2643.68994140625,2731.685335286458,2691.1847094726563,1
2018-03-23,6508.08984375,6923.695345052083,6607.285390625,1,1510.0799560546875,1571.0800211588542,1538.1056030273437,1,2588.260009765625,2724.8193359375,2691.256608886719,1
2018-03-26,6753.830078125,6915.198697916667,6612.54779296875,1,1543.719970703125,1570.9246826171875,1538.6338024902343,1,2658.550048828125,2720.660009765625,2692.11380859375,1
2018-03-27,6529.83984375,6889.653352864583,6615.360590820313,1,1513.5699462890625,1567.6826822916667,1538.7442016601562,1,2612.6201171875,2712.960009765625,2692.4874096679687,1
2018-03-28,6460.81005859375,6858.414680989584,6617.482192382812,1,1513.030029296875,1563.5826822916667,1538.9467016601564,1,2605.0,2704.8400065104165,2692.74380859375,1
2018-03-29,6581.1298828125,6832.727994791667,6620.92958984375,1,1529.4300537109375,1560.746687825521,1539.2755017089844,-1,2640.8701171875,2698.300016276042,2693.3540087890624,1
2018-04-02,6390.83984375,6785.37197265625,6621.8821875,1,1492.530029296875,1553.7726888020834,1539.2517016601562,-1,2581.8798828125,2684.65400390625,2693.2944067382814,1
2018-04-03,6458.830078125,6740.55263671875,6623.3343896484375,1,1512.1500244140625,1547.845353190104,1539.393602294922,-1,2614.449951171875,2673.4159993489584,2693.527607421875,1
2018-04-04,6560.06005859375,6708.12265625,6625.727192382812,1,1531.6600341796875,1543.8193522135416,1539.9193029785156,-1,2644.68994140625,2665.374658203125,2694.0681079101564,1
2018-04-05,6594.83984375,6678.37998046875,6628.217490234375,1,1542.9300537109375,1541.060685221354,1540.5313037109374,-1,2662.840087890625,2659.598665364583,2694.7527099609374,1
2018-04-06,6433.2099609375,6638.529296875,6629.427490234375,1,1513.300048828125,1536.83935546875,1540.9141040039062,-1,2604.469970703125,2650.074658203125,2694.951208496094,1
2018-04-09,6472.33984375,6602.021940104167,6631.060190429687,1,1514.4599609375,1532.0666829427084,1541.3060034179687,-1,2613.159912109375,2640.8179850260417,2695.2598071289062,1
2018-04-10,6615.8701171875,6585.4212890625,6634.05708984375,1,1543.4300537109375,1530.2580159505208,1541.9896044921875,-1,2656.8701171875,2637.081331380208,2695.980107421875,1
2018-04-11,6583.43994140625,6565.25595703125,6636.955087890625,1,1546.800048828125,1528.6840169270833,1542.7450048828125,-1,2642.18994140625,2632.097998046875,2696.6133056640624,1
2018-04-12,6656.259765625,6552.109928385416,6640.934086914062,1,1557.3299560546875,1527.219344075521,1543.6774047851563,-1,2663.989990234375,2628.902001953125,2697.607004394531,1
2018-04-13,6628.33984375,6548.515266927084,6643.826083984375,1,1549.510009765625,1527.5953450520833,1544.3037048339843,-1,2656.300048828125,2629.74267578125,2698.313605957031,1
2018-04-16,6675.18017578125,6559.654622395833,6647.432788085937,1,1563.030029296875,1531.125349934896,1545.0058056640626,-1,2677.840087890625,2635.7146809895835,2699.303505859375,1
2018-04-17,6816.3701171875,6563.823958333333,6652.510390625,1,1579.800048828125,1533.5306884765625,1545.7698059082031,-1,2706.389892578125,2638.90400390625,2700.546005859375,1
2018-04-18,6833.2099609375,6584.0486328125,6657.05619140625,1,1583.56005859375,1538.1966959635417,1546.4165063476562,-1,2708.639892578125,2645.305322265625,2701.6421044921876,1
2018-04-19,6774.89013671875,6604.9873046875,6660.943891601562,1,1573.8199462890625,1542.249357096354,1546.9871057128905,-1,2693.1298828125,2651.1806477864584,2702.6026025390624,1
2018-04-20,6667.75,6610.761979166667,6663.528491210937,1,1564.1199951171875,1544.5620198567708,1547.4367053222657,-1,2670.139892578125,2653.1319661458333,2703.279802246094,1
2018-04-23,6648.7998046875,6627.959309895833,6665.956787109375,1,1562.1199951171875,1549.2013509114583,1547.9248046875,-1,2670.2900390625,2659.0259765625,2703.968503417969,1
2018-04-24,6509.0498046875,6631.307291666667,6666.821684570313,1,1553.280029296875,1551.9433512369792,1548.0933044433593,-1,2634.56005859375,2660.366650390625,2704.043703613281,1
2018-04-25,6513.93994140625,6628.2326171875,6668.84728515625,1,1550.469970703125,1553.1973470052083,1548.1750036621095,-1,2639.39990234375,2660.013981119792,2704.177001953125,1
2018-04-26,6649.64990234375,6631.88662109375,6671.68818359375,1,1557.8900146484375,1554.194677734375,1548.3125036621093,-1,2666.93994140625,2660.2873046875,2704.3706005859376,1
2018-04-27,6656.35009765625,6646.762630208334,6674.872983398437,1,1556.239990234375,1557.0573404947916,1548.5047033691405,1,2669.909912109375,2664.649967447917,2704.6475,1
2018-04-30,6605.56982421875,6655.64462890625,6678.2916796875,1,1541.8800048828125,1558.885343424479,1548.599403076172,1,2648.050048828125,2666.9759765625,2704.7336010742188,1
2018-05-01,6681.9599609375,6660.050618489583,6682.460180664062,1,1550.3299560546875,1559.3453369140625,1548.9351025390624,1,2654.800048828125,2666.8379720052085,2704.9859008789062,1
2018-05-02,6644.47998046875,6664.119954427083,6685.974482421875,1,1554.9100341796875,1559.8860026041666,1549.3954028320313,1,2635.669921875,2666.4033040364584,2705.049899902344,1
2018-05-03,6643.47998046875,6663.26796875,6689.246484375,1,1546.56005859375,1559.1680094401042,1549.6563037109374,1,2629.72998046875,2664.1193033854165,2704.9773999023437,1
2018-05-04,6769.1201171875,6672.6533203125,6693.491987304687,1,1565.5999755859375,1560.240673828125,1550.0951037597656,1,2663.419921875,2664.593961588542,2705.0965991210937,1
2018-05-07,6821.8701171875,6682.432649739583,6697.771787109375,1,1578.949951171875,1561.302001953125,1550.6862036132814,1,2672.6298828125,2664.246614583333,2705.222998046875,1
