pub_date,snippet
2000-10-15 05:00:00+00:00,"Investor sentiment changes to include realization that rising oil prices could pose inflation problem, causing both bond and stock indices to turn down as reflection of their fears; graph (M)"
2000-10-15 05:00:00+00:00,"October 15, 2000"
2000-10-15 05:00:00+00:00,"Bernard Stamler Investing With column describes Artisan Mid-Cap Fund, managed by Andrew C Stephens; photo; chart (M)"
2000-10-15 05:00:00+00:00,Jonathan Fuerebringer column on the relative strenth of small-cap stocks in market's current turmoil; graph (M)
2000-10-15 05:00:00+00:00,"Presidential race again turns to Mideast, with Vice Pres Al Gore and Gov George W Bush talking of hopes and prayers for peace and their aides battling over charges that Bush camp exploits turmoil for political gain; Gore, campaigning in Detroit, i..."
2000-10-15 05:00:00+00:00,Latin American Internet stocks are battered even more than similar issues elsewhere (M)
2000-10-15 05:00:00+00:00,Jeff Turrentine article on small but significant group of young and successful individuals who are investing in stocks and deferring spending on luxury items with early retirement in mind; photo (M)
2000-10-15 05:00:00+00:00,"David Brooks article rejects myth that Greatest Generation, those who grew up during Depression, are reacting differently from anybody else in today's economic good times; Bureau of Labor Statistics figures show that supposedly thrifty generation ..."
2000-10-15 05:00:00+00:00,Review of week's activities in financial markets; graphs (S)
2000-10-15 05:00:00+00:00,Article reviews performance of stock market under Democratic and Republican administrations from 1927 through 1998 (M)
2000-10-15 05:00:00+00:00,Investors continue to show faith in technology and other stocks despite market turbulence and ebbing of get-rich-quick hysteria; confidence is striking considering that prices have not regained ground lost since technology-heavy Nasdaq composite i...
2000-10-15 05:00:00+00:00,"Kenneth N Gilpin interview with Thomas F Marisco concerning technology, change and growth as they impact investments; photo (M)"
2000-10-15 05:00:00+00:00,"Seven prominent stock market experts discuss recent sell-off and likely future scenarios; they are John C Bogle, Barton M Biggs, David Tice, William H Miller 3d, David Alger, Terrance Odean and Charles Hill; photos (M)"
2000-10-15 05:00:00+00:00,"Ecomomists and retail analysts discuss how as retail space grows and consumer spending wanes, many stores will begin to feel financial pinch; recent closure of Warner Brothers store on Fifth Avenue in midtown Manhattan discussed; photo (M)"
2000-10-15 05:00:00+00:00,"Chris Rea, Scotman who runs the Internet chat room Trading-places.net, has beguiled hundreds of paying chat-room members with his electronically broadcast claims of stock-picking prowess; but documents supplied by customers and other knowledgeable..."
2000-10-15 05:00:00+00:00,"Article on redevelopment efforts in blighted industrial sections of Perth Amboy, including $600 million mixed-use Landings at Harborside; photo; maps (In the Region/New Jersey) (M)"
2000-10-15 05:00:00+00:00,"Glenn H Thrush article on UPromise, company created last year by Boston marketing executive Michael Bronner through which variety of companies would offer consumers small rebates for purchasing goods and services with credit cards, which would the..."
2000-10-15 05:00:00+00:00,Charles River Ventures funds its own multi-million dollar program to provide the high-tech start-ups it finances with an ambitious set of business development services to ease rocky passage from idea to profitable concern; photos (M)
2000-10-15 05:00:00+00:00,"Article on Libra Foundation, Maine-based philanthropic organization whose latest office building acquisition is 1 Canal Plaza in Portland, which it bought from KeyCorp for $16.5 million; Libra, in last two years, has purchased four prominant Class..."
2000-10-15 05:00:00+00:00,"Article on new 78-unit community with mix of town houses and rental apartments that is replacing 44 substandard houses on blighted Smith Avenue in Bay Shore, Long Island; drawing; maps (In the Region/Long Island) (M)"
2000-10-15 05:00:00+00:00,"Gretchen Morgenson Market Watch column offers predictions on future of technology and telecommunications stocks given by Fred Hickey, editor of High Tech Strategist Newsletter, and James Paulsen, chief investment officer of Wells Capital Managemen..."
2000-10-15 05:00:00+00:00,"Nina Munk article describes how she went from setting out to build a Web site for owners of urban dogs to developing and becoming obsessed with Internet start-up company, urbanhound; photo (M)"
2000-10-16 05:00:00+00:00,"With violence raging in the Middle East and lofty oil prices drawing harsh criticism of petroleum companies, it might seem an inopportune time for Chevron and Texaco to announce a merger that opens them to the scrutiny of the federal government an..."
2000-10-16 05:00:00+00:00,"The Chevron Corporation announced today that it will acquire Texaco Inc. for about $36 billion in stock, creating the world's fourth-largest oil concern."
2000-10-16 05:00:00+00:00,
2000-10-16 05:00:00+00:00,"When President Bill Clinton and other leaders meet in Egypt on Monday, the urgent issue is to end the bloodshed between Israelis and Palestinians. But besides the high human and political stakes, the success or failure of the negotiations could ha..."
2000-10-16 05:00:00+00:00,
2000-10-16 05:00:00+00:00,"October 15, 2000"
2000-10-16 05:00:00+00:00,
2000-10-16 05:00:00+00:00,
2000-10-16 05:00:00+00:00,
2000-10-16 05:00:00+00:00,
2000-10-16 05:00:00+00:00,"The Chevron Corporation agreed yesterday to acquire Texaco Inc. for about $36 billion in stock, creating the world's fourth-largest oil concern."
2000-10-17 05:00:00+00:00,RESEARCH
2000-10-17 05:00:00+00:00,Sen Joseph Lieberman joins 12 other senators in pushing for delay in new accounting rules on acquisitions that could hurt businesses' bottom line; Financial Accounting Standards Board is considering elimination of popular accounting technique that...
2000-10-17 05:00:00+00:00,"Nasdaq compsite index falls 26.49 points, or 0.8 percent, to 3,290.28; Dow Jones industrial average rises 46.62 points, or 0.5 percent, to 10,238.80; Standard & Poor's 500-stock index edges up 0.45 point, or 0.03 percent, to 1,374.62; graph; chart..."
2000-10-17 05:00:00+00:00,"Shortfall of home heating fuel in Northeast may not be as dire as feared; large number of homeowners and businesses, worried that oil prices would continue to increase, appear to have stocked up earlier than in past years; many utilities and busin..."
2000-10-17 05:00:00+00:00,"Merger of Chevron Corp and Texaco Inc will bring together a company with a reputation for aggressive innovation, Chevron, with one whose production and share price have fallen through a mix of bad management and bad luck; some observers say mergin..."
2000-10-17 05:00:00+00:00,"October 17, 2000"
2000-10-17 05:00:00+00:00,"With oil prices at nearly $35 a barrel, and Wall Street back in love with energy stocks, you might imagine that the executives who gathered in Venice last weekend for an industry summit would be patting themselves on the back..Instead they spent t..."
2000-10-17 05:00:00+00:00,Corixa Corp agrees to buy Coulter Pharmaceutical for stock worth about $900 million; acquisition is one of largest ever between two biotechnology companies (M)
2000-10-17 05:00:00+00:00,"Briggs & Stratton Corp reports loss of $6.3 million in fiscal first-quarter ended Sept 30 compared to net income of $25.7 million a year ago; sales fell 40 percent, to $180.8 million, from $298.9 million (S)"
2000-10-17 05:00:00+00:00,"THOUSAND OAKS, Calif., Oct. 16 — Amgen Inc., the world's largest biotechnology company, said today that it had agreed to acquire Kinetix Pharmaceuticals Inc. for $170 million in stock to aid its discovery and development of new oral drugs."
2000-10-17 05:00:00+00:00,"NEW YORK — The New York Stock Exchange presented a veritable bedlam to-day [Oct. 16] under the heaviest day's trading in twenty-four years, with prices in dozens of stocks surging upward under an avalanche of buying orders from all parts of the co..."
2000-10-17 05:00:00+00:00,Indonesian government is rebuffing criticism from international donors even as it approaches them for $4.8 billion in assistance; meeting with Consultative Group on Indonesia comes against backdrop of further decline in Indonesian political stabil...
2000-10-17 05:00:00+00:00,The New York Times: Technology-Text Version
2000-10-17 05:00:00+00:00,
2000-10-18 05:00:00+00:00,"Intel Corp reports third-quarter numbers that beat analysts' lowered forecasts; company gives investors some reasons for concern, reporting stagnant chip sales and projecting relatively soft holiday season; Intel executives say they are not seeing..."
2000-10-18 05:00:00+00:00,"DEALS MARVELL BUYING ISRAELI CHIP MAKER A communications chip maker, the Marvell Technology Group , said yesterday that it had agreed to acquire Galileo Technology Ltd., an Israel-based maker of network routing and switching equipment, for about $..."
